Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
KRP,,62.16,,19.9,25.8,,,,13.3,2.9,69.41,13.14,,65.65,3.39,1.98,0.12,16.28,5.68,,11.68,64.91,1.19,0.26,,2.77,11.36,16.85,7.02,,11.8,8.21,3.61,4.89,5.93,0.84,,,10.32,21.08,,,8.53,12.31,52.4,4.02,,15.59,,35.48,1.27,33.92,24.82,,5.61,,,,,,1.18,,,,8.04,59.4,,4.49,1.27,5.68,4.05,7.87,7.62,5.47,,8.9,,,,,,3,2907565381.0,Investment Trusts/Mutual Funds,Miscellaneous
KRYS,75.92,46.06,,23,,,,,,,60.93,,10.48,49.48,40.09,7.79,72.8,179.58,9.5,280.98,150.17,110.37,0.06,0.01,,,,40.04,38.02,,19.5,19.5,9.2,27.49,2.5,0.91,,,,30.38,,,126.93,0.0,93.07,,,63.73,,2.42,6.15,49.07,107.4,,31.66,,,,,,5.43,,10.76,8.56,,277.59,,546,6.15,9.33,13.03,60.86,14.79,13.85,,1.63,,,,,,1,3364060183.0,Biotechnology,Health Technology
KSS,0.53,49.5,11.2,2.3,41.6,49.2,,,60.3,15,55.69,8.36,,50.88,1.79,0.07,0.03,19.33,1.08,119.72,49.56,,5.28,1.95,,0.78,10.38,14.18,6.66,13.29,15.49,7,0.57,0.55,7.05,0.27,4.14,32.98,10.38,9.69,30.27,,,26.81,40.08,1.96,,1.66,,3.88,0.56,7.58,7.58,37.9,0.13,,,,,3.04,0.43,0.31,,,1.8,3.65,1.37,0.2,0.56,0.16,1.95,5.91,5.93,7.47,,4.94,,25.6,4.98,,,8,2523704313.0000005,Department Stores,Retail Trade
KT,22.02,51.27,,5.4,13.2,3.1,8.1,8.8,3.4,2.3,57.46,14.51,17.35,51.07,1.49,0.36,0.49,15.1,1.08,32.01,51.08,45.64,1.6,0.59,,0.57,7.11,9.56,2.67,6.02,8.18,2.6,0.54,0.64,10.46,0.4,9.24,24.66,4.78,4.7,16.56,5.61,2.1,12.72,63.89,4.25,,4.04,,6.09,0.57,9.24,8.11,1.84,0.37,,0.31,0.23,,3.95,0.49,1.11,,,1.62,4.14,1.14,0.46,0.66,1.01,2.52,11.18,6.04,6.37,,3.62,,8.03,,,,9,6219849480.08417,Major Telecommunications,Communications
KTOS,26.42,64.64,,0.1,,3,,2.9,,8.1,64.77,,18.1,65.46,4.44,1.13,1.37,25.4,3.13,67.26,26.28,40.28,2.39,0.17,,,,82.85,39.62,1429.32,118.19,,2.92,3.31,1.21,0.69,0.23,0.07,,43.64,,17.89,10.5,17.47,26.07,3.11,,0.89,,3.89,2.88,362.79,84.65,,3.13,,,,,668.29,4.53,1.57,,14.35,51.7,,,4.25,5.45,2.56,0.58,12.71,3.1,0.91,,1.71,,,,,,3,1869664206.0,Aerospace & Defense,Electronic Technology
KVUE,17.99,33.43,,,,,,,32.03,2.9,19.16,3.7,18.71,23.73,2.34,0.17,0.12,21.6,0.99,105.42,135.04,50.37,3.39,0.85,,0.66,3.7,25.3,19.16,27.49,14.15,13.63,3,3.15,3.95,0.39,11.44,4.28,3.77,17.47,,,2.98,0.0,57.51,5.2,,7.23,,16.49,4.06,37.24,17.7,,2.68,,,,,23.38,,,,,17.64,,,,,0.68,4.11,98.67,8.9,10.37,,8.85,,,,,,4,40634060638.0,Household/Personal Care,Consumer Non-Durables
KW,,45.95,0.6,,2.9,,,6.3,9.42,7.8,45.39,8.21,27.56,43.65,0.13,0.65,0.07,10.71,1.28,,30.8,59.53,93.91,3.13,,,6.69,,128.05,,,,,12.89,,0.22,,,4.47,,,,,14.42,67.52,0.3,,,,14,1.67,,,,2.68,,,,,,,0.66,,,18.01,,,,1.72,1.28,,,,,,0.95,,23.77,19.47,,,9,2305524598.0,Real Estate Development,Finance
KWR,4.87,45.72,,1.3,4.3,27.4,17,14,,10.9,46.76,1.37,,45.29,2.91,0.54,0.25,161.77,2.63,76.71,58.51,85.3,2.51,0.54,,0.22,1.13,15.89,11.51,17.01,12.15,9.49,1.76,1.84,6.29,0.52,10.77,7.03,1.21,16.92,23.83,11.34,1.69,185.29,37.64,4.92,,6.56,,12.05,2.08,23.51,20.1,1.5,1.53,,,,,14.25,15.12,0.72,,,12.27,13.52,0.88,1.26,256.78,1.94,4.55,32.73,9.21,9.05,,6.58,,6.83,36.6,,,9,3045099078.0000005,Chemicals: Specialty,Process Industries
KYMR,230.65,47.55,,3.6,,0.9,7.2,,181.86,,57.5,,20.32,47.91,11.46,8.21,5.78,46.05,8.45,,,61.83,,0.13,,,,,,,,,27.39,28,,0.83,,,,,,,,28.97,,,,,,,4.14,,,,32.98,,,,,,,,7.7,7.39,,,,,4.14,8.45,,,,,,,,,,,,,1055604346.9999998,Biotechnology,Health Technology
LAC,,60.66,,,,50.2,4.4,,,,68.12,,,63.86,,19.69,,,20.14,,,,,,,,,,,,,,,,,,,,,,,45.66,,,,,,,,,0.93,,,,,,,,,,,,1.77,1.73,,,,,0.93,20.14,,,,,,,,,,,,,3364295763.429374,Other Metals/Minerals,Non-Energy Minerals
LAD,,54.07,,31.2,16.3,25.4,26.5,,7.47,27.3,47.43,1.12,,51.87,2.36,0.1,0.05,308.51,1.19,65.76,4.12,3.33,7.34,2.22,,0.06,0.67,13.69,11.23,,14.29,11.98,0.54,0.64,7.3,0.27,,,0.7,9.12,21.65,,10.29,349.72,15.98,3.62,,2.52,,4.65,1.3,9.96,9.8,0.31,0.25,,0.31,,,,1.46,0.88,,,,,0.39,1.13,4.92,0.3,4.22,17.46,10.66,13.88,,6.44,,,13.62,,,10,8103635454.000001,Specialty Stores,Retail Trade
LAMR,51.27,62.49,,,26,14.8,23.2,5.6,28.22,10,65.4,5.51,9.8,62.25,1.9,0.07,0.02,136.2,0.41,,9.46,52.36,4.69,3.88,,1.04,3.84,26.34,18.43,25.84,,,7.9,8.45,3.8,0.18,32.67,5.07,4.09,23.5,12.61,9.96,4.52,111.54,66.91,3.84,,23.35,,31.66,11.64,27.63,27.84,3.81,6.45,,1.37,1.52,17.35,19.73,,1.37,,,16.53,21.16,3.37,1.99,,0.41,7.7,23.42,12.12,42.39,,9.77,,3.09,32.05,,,10,8717608872.0,Real Estate Investment Trusts,Finance
LANC,0.75,53.13,,3.2,6.4,6.2,7.1,28.8,21.58,8.5,61.2,2.81,,56.88,14.79,0.89,2.83,179.74,2.41,42.02,29.19,20.8,0.21,0.06,,0.58,2.02,22.71,18.01,26.44,27.43,,2.71,2.6,4.4,0.77,9.83,3.71,2.02,26.92,4.67,,2.24,194.09,23.1,,,8.47,,11.45,5.34,31.26,29.14,8.57,2.62,,2.52,0.86,,26.8,2.99,0.9,,30.35,19.61,33.05,,2.66,6.9,1.47,13.74,34.09,21.87,17.67,,18.98,,2.08,32.62,,,10,4748579979.000001,Food: Specialty/Candy,Consumer Non-Durables
LAUR,,40.18,8.5,,,,,11.8,,24.4,21.85,,0.41,32.1,2.59,0.34,0.21,15.29,0.76,,11.69,41.85,1.28,0.66,,,,7.78,5.98,15.9,,,,1.82,12.85,0.45,11.46,7.6,,10.35,,15.11,7.1,16.39,26.02,18.62,,12.64,,22.51,2.54,12.23,11.94,,1.55,,,,,13.58,3.02,,,,9.82,18.92,,1.27,16.99,0.76,9.19,39.68,21.35,20.61,,9.42,,4.44,39.21,,,7,2186935923.9999995,Miscellaneous Commercial Services,Commercial Services
LAZ,48.2,67.95,5.9,,2.1,,,,,7.2,84.1,4.36,14.96,73.88,2.33,2.25,0.44,52.15,3.88,,,91.78,7.73,5.18,,1.05,3.86,22.66,19.73,14.06,11.51,9.29,1.89,2.15,4.41,0.1,15.32,9.19,3.86,13.23,,81.41,11.04,36.49,31.65,2.73,,5.55,,7.97,10.25,33.65,27.43,,1.79,,,,,11.18,9.43,0.98,,,10.51,,,0.84,72.43,3.88,3.45,35.69,6.97,39.16,,7.49,,3.32,13.14,,,9,3777664028.0,Investment Banks/Brokers,Finance
LAZR,,48.04,,,,18.1,,,,23.1,49.73,,,49.82,,2.33,0.24,0.83,3.32,41.43,58.05,94.12,,,,,,,,,,,10.53,12.33,,,,,,,,37.34,65.75,10.76,,,,,,,,,,,4.56,,,,,,,,,,,,,,,3.12,,,,,,,,,,,,,1994841025.0,Auto Parts: OEM,Producer Manufacturing
LBRDA,,69.19,9.9,,,59.9,19.5,,,188.5,64.23,,16.8,68.92,1.9,0.4,0.02,79.98,1.68,,,70.17,2.52,0.4,,,,11.97,10.19,,121.38,43.02,14.5,15.18,8.35,0.59,,,,13.47,18.85,15.17,0.99,94.95,,0.39,,81.86,,8.46,1.22,14.44,14.08,0.16,11.8,,,,,,0.97,0.12,,,77.24,10.09,0.56,2.03,1.51,1.68,5.11,108.48,8.02,8.87,,0.42,,1.13,17.85,,,8,13431656973.999998,Wireless Telecommunications,Communications
LBRT,1.51,53.1,,14.9,63.9,456.6,,,76.82,33.4,59.39,1.36,,55.44,4.05,0.04,0.06,20.41,1.35,20.31,33.07,37.06,0.44,0.24,,0.11,1.36,6.4,3.57,9.9,5.34,3.43,0.81,0.84,15.63,0.6,8.53,11.43,1.36,8.12,,,,21.07,17.77,19.43,,9.53,,12.89,1.74,8.13,8.3,0.38,0.77,,,,,9.13,0.8,,,,3.56,6.06,,1.21,1.74,1.07,14.02,29.5,25.29,23.63,,18.46,,3.15,,,,4,3097748773.0,Oilfield Services/Equipment,Industrial Services
LBTYA,17.62,49.99,13,28.4,,,,,11.47,,32.02,,13.59,43.48,0.92,0.8,0.19,20.48,1.34,,85.28,41.19,12.03,0.95,,,,,15.03,35.04,385.02,9.48,2.7,2.86,,0.45,8.17,8.24,,,40.69,29.77,1.38,25.45,66.82,,,,,,0.41,,,,1.04,,,,,12.75,,0.66,,,4.09,,,0.21,1.11,1.34,,,,,,,,11.59,6,,,5,8091257283.0,Cable/Satellite TV,Consumer Services
LBTYB,15.66,46.99,13,28.4,,,,,11.47,,20.9,,12.08,38.39,0.92,0.8,0.19,20.3,1.34,,85.28,41.19,12.03,0.95,,,,,15.03,35.04,385.02,9.48,2.7,2.86,,0.45,8.17,8.22,,,40.69,29.77,1.38,25.11,66.82,,,,,,0.41,,,,1.06,,,,,12.79,,0.66,,,4.1,,,0.21,1.11,1.34,,,,,,,,11.59,6.03,,,5,8091257283.0,Cable/Satellite TV,Consumer Services
LBTYK,10.43,51.14,13,28.4,,,,,11.47,,32.43,,11.73,44.68,0.92,0.8,0.19,21.18,1.34,,85.28,41.19,12.03,0.95,,,,,15.03,35.04,385.02,9.48,2.7,2.86,,0.45,8.17,8.22,,168.46,40.69,29.77,1.38,25.92,66.82,,,,,,0.41,,,,1.06,,,,,12.82,,0.66,,,4.07,,,0.21,1.11,1.34,,,,,,,,11.59,6.02,,,5,8091257283.0,Cable/Satellite TV,Consumer Services
LCID,,46.12,,,,64.9,61.1,66,,21.4,48.91,,59.2,45.54,,3.18,1.33,3.33,3.96,142.29,23.65,35.4,,0.69,,,,,,,,,8.15,10.58,,0.43,,,,,,26.41,82.53,9.59,,,,,,,2.19,,,,11.5,,,,,,,,,,,,,,2.19,3.45,,,,,,,,,,,,,13513289041.000002,Motor Vehicles,Consumer Durables
LCII,,49.99,,14,14.5,,,38.4,,10.4,49.46,6.82,,48.77,3.47,0.3,0.12,118.49,2.82,94.12,23.74,29.25,3.31,0.78,,0.88,3.59,20.09,12.05,10.12,15.32,11.34,0.97,1.03,4.98,0.46,10.2,12.91,3.59,16.43,13.45,43.01,,157.28,22.58,5.3,,3.17,,5.14,2.16,24.84,24.84,2.86,0.77,,1.38,0.25,,7.78,2.94,0.77,,,6.92,8.86,4.53,0.77,7.85,1.23,4.02,13.38,7.57,8.85,,5.52,,9.67,15.35,,,10,3030068600.0,Miscellaneous Manufacturing,Producer Manufacturing
LDOS,59.39,68.89,1.6,4.5,2.4,,7.1,,29.28,9.4,65.45,1.04,20.37,68.88,3.46,0.23,0.16,168.67,1.21,8.48,47.15,43.97,4.22,1.16,,0.17,0.91,29.21,21.93,19.64,,13.68,1.58,1.68,3.42,0.35,8.55,6.02,0.91,17.64,4.51,21.75,4.79,118.4,15.77,7.9,,2.72,,9.97,5.1,52.87,18.87,7.26,1.45,,,,,16.93,,1.5,,,15.12,37.45,,1.61,,1.11,3.4,55.6,9.42,10.07,,10.33,,4.4,48.33,,,9,12916499449.999998,Aerospace & Defense,Electronic Technology
LEA,,46.69,1.7,5.1,44.5,17.3,54.6,44.6,31.52,12.1,52.65,3.39,,48.23,2.88,0.16,0.34,106.7,1.34,28.88,59.42,62.7,1.89,0.58,,0.3,2.9,9.19,5.34,12.07,7.08,4.48,0.33,0.33,10.88,0.33,2.75,10.82,2.9,7,8.37,21.6,2.06,162.12,7.07,8.63,,2.3,,3.79,1.25,11.41,10.46,,0.26,,,,,9.63,0.95,0.56,,,5.05,9.4,,0.71,1.95,1.04,3.69,21.45,9.52,11.1,,8.37,,6.64,8.33,,,10,8123536898.999999,Auto Parts: OEM,Producer Manufacturing
LECO,,58.24,1.5,20.2,9.9,32.2,31.4,26.9,36.01,17.8,67.38,2.25,,62.09,6.87,0.35,0.25,193.69,2.06,84.04,47.38,48.86,1.42,0.84,,0.29,1.46,17.11,15.22,21.58,15.55,13.68,2.76,2.89,5.84,0.38,13.41,5,1.46,20.25,21.72,3.41,1.98,187.01,36.36,18.13,,12.48,,17.23,8.36,21.94,20.56,1.34,2.7,,1.32,1.44,,20.4,4.39,1.21,,,17.28,18.91,1.12,1.74,21.08,1.31,15.2,60.79,26.84,40.2,,20.48,,3.56,34.77,,,10,10403158373.0,Industrial Machinery,Producer Manufacturing
LEG,,46.5,,,4.4,,,,43.08,3.3,32.66,9.51,,41.91,1.73,0.26,0.14,12.94,1.53,79.78,50.8,48.46,,3.31,,1.1,7.86,,,12.43,,,,0.8,,0.17,6.44,16.76,1.54,10.31,2,,,27.91,17.43,2.92,,,,5.64,2.6,,9.95,,0.39,,,,,6.09,,0.28,,,4.69,,,0.44,,0.88,,,,,,6.42,,13.22,6.92,,,9,3491027422.0000005,Home Furnishings,Consumer Durables
LEGN,,50.65,,15.2,,,,,,36.6,61.23,,,54.55,7.96,4.39,3.81,49.68,4.84,37.75,55.32,21.05,,0.29,,,,,,,91.32,81.95,7.1,17.97,,0.65,,,,,,,78.83,204.88,60.28,,,,,,7.86,,,,19.89,,,,,,,,13.97,11.6,,,,,9.01,4.78,,,,,,,,,,,,,10952211122.0,Pharmaceuticals: Major,Health Technology
LEN,55.94,41.79,3.5,18,33.9,23.3,21.7,10.4,32.51,18.5,17.96,15.44,11.75,33.42,5.41,2.4,1.13,181.75,15.94,245.71,20.2,14.44,0.69,0.14,,0.12,1.12,8.83,8.64,12.34,8.43,8.02,1.24,1.3,11.33,0.69,10.54,7.86,1.12,11.23,26.55,9.47,6.27,134.51,16.43,,,11.51,,14.74,1.8,12.04,12.09,0.41,1.34,,0.39,0.42,,13.09,1.05,1.32,,3.05,12.51,13.66,0.48,0.73,2.07,4.4,10.82,23.93,14.48,15.76,,12.79,,7.57,18.85,,,10,32540392337.0,Homebuilding,Consumer Durables
LEN.B,54.92,42.89,3.5,18,33.9,23.3,21.7,10.4,32.51,18.5,24.27,16.68,13.27,35.89,5.41,2.4,1.13,167.99,15.94,245.71,20.2,14.44,0.69,0.14,,0.12,1.21,8.83,8.65,12.34,8.43,8.02,1.24,1.3,11.33,0.69,10.54,7.86,1.21,10.4,26.55,9.47,6.27,124.74,16.43,,,11.51,,14.74,1.8,11.13,11.17,0.38,1.35,,0.36,0.39,,13.15,1.05,1.32,,3.05,12.55,13.68,0.48,0.73,2.08,4.4,10.82,23.93,14.48,15.76,,12.79,,7.57,18.88,,,10,32540392337.000004,Homebuilding,Consumer Durables
LESL,,43.12,0.4,41.8,,,,,,9.6,37.46,,,41.07,1.51,0.26,0.07,2.67,1.6,147.84,41.15,8.63,10.32,,,,,21.23,14.38,15.4,,,1.24,1.08,4.71,,7,19.35,,14.64,,,,10.47,36.18,0.98,,0.22,,5.07,,133.5,24.27,4.49,0.35,,,,,5.19,,,,,3.5,5.32,1.77,,,0.54,0.28,12.09,8.49,,,,,6.13,,,,6,1026747573.0,Specialty Stores,Retail Trade
LEVI,33.4,43.19,,16.4,44.2,139.8,73.7,,28.66,11.1,36.48,2.59,,39.02,2.63,0.3,0.26,19.04,1.41,182.83,84.9,39.9,6.71,1.2,,0.41,2.59,47.08,27.68,14.64,11.13,8.83,1.39,1.5,2.12,0.3,10.28,8.38,2.77,13.58,22.07,12.53,3.67,17.94,59.09,11.98,,2.52,,7.96,4.04,50.13,16.01,2.71,1.26,,,,,12.08,1.97,,,,8.88,17.43,0.88,1.83,5.43,0.76,2.56,8.63,4.65,7.92,,12.17,,2.98,22.95,,,9,5462100943.0,Apparel/Footwear,Consumer Non-Durables
LFST,2.28,58.22,,12.2,,,,,,,61.24,,9.95,57.63,2.15,0.38,0.18,7.15,1.22,,5.77,46.72,,0.35,,,,,,,84.86,22.72,2.23,2.66,,0.68,,,,,,40.71,14.02,9.34,30.45,,,,,,1.92,,,,2.29,,,,,,,,,,204.26,,,,,1.22,,,,,,,,,,,,1,2649816882.0,Medical/Nursing Services,Health Services
LFUS,2.32,49.32,,14.9,9.2,21.2,23.9,21.7,10.1,17,49.23,1.56,3.17,48.89,4.41,1.35,0.61,261.75,3.5,123.02,44.36,51.22,2.18,0.38,,0.3,1.03,23.19,15.9,19.1,17.69,12.89,2.78,3.02,4.31,0.63,15.79,5.44,1.09,23.42,21.77,,3.54,237.6,36.48,7.42,,8.71,,13.2,2.63,33.73,30.62,2.06,2.91,,1.53,0.97,,18.62,3.8,1.01,,1538.56,15.2,20.14,1.75,1.17,10.61,2.42,4.9,26.6,8.23,7.99,,7.24,,3.17,30.69,,,10,6282368196.000001,Electronic Production Equipment,Electronic Technology
LGF.A,,42.51,,,,,,,,5,29.18,,,39.14,,0.05,0.05,7.59,0.3,,55.86,59.08,4.84,288.83,,,,,6.56,32.86,,,1.39,1.45,,,4.41,10.24,,7.95,,,4.42,10.47,45.8,0.91,,,,6.68,109.07,,121.19,,0.4,,,,,9.09,,0.45,,,7.57,2.46,,3.78,,0.3,,,,,,2.99,,10.82,,,,4,1993863323.9999995,Movies/Entertainment,Consumer Services
LGF.B,,43.16,,,,,,,,5,34.6,,,41.19,,0.05,0.05,6.75,0.3,,55.86,59.08,4.84,288.83,,,,,6.56,32.86,,,1.39,1.45,,,4.41,10.29,,7.66,,,4.42,9.56,45.8,0.91,,,,6.68,112.5,,107.14,,0.4,,,,,9.07,,0.45,,,7.55,2.43,,3.78,,0.3,,,,,,2.99,,10.82,,,,4,1993863323.9999995,Movies/Entertainment,Consumer Services
LGIH,6.88,49.56,1.9,20,,,,,,2.2,48.83,,4.93,47.14,3.51,0.24,0.03,113.76,16.32,681.52,11.81,6.43,6.51,0.81,,,,17.46,17.26,,12.62,,1.5,1.87,5.73,0.52,,,,9.81,0.84,17.03,16.14,107.24,24.5,,,8.78,,10.29,1.39,13.82,13.82,1.41,1.19,,0.44,,,,0.93,1.11,,1.59,,,,3.51,1.4,0.45,5.69,7.75,7.48,10.6,,5.34,,,12.25,,,10,2651519746.0,Homebuilding,Consumer Durables
LGND,75.11,52.32,,,,18.7,22.2,,28.04,,55.79,,26.6,53.53,14.01,12.22,29.93,103.45,16.82,749.64,121.53,89.05,0.09,0.01,,,,30.45,18.6,,22.27,22.27,9.32,12.45,3.28,0.9,,,,16.72,,105.03,18.01,51.44,91.82,5.18,,31.57,,5.98,2.42,44.78,22.15,,13.82,,,,,,2.18,1.36,13.79,8.47,38.76,59.08,,1.57,4.84,16.04,5.15,76.1,6.82,5.83,,1.09,,3.67,15.94,,,7,1075678823.0,Pharmaceuticals: Major,Health Technology
LH,9.21,44.31,4.9,,,,,,55.12,,51.09,1.33,5.71,44.75,2.82,0.07,0.04,216.9,0.88,19,29.94,58.15,4.11,0.75,,0.2,1.33,28.08,16.42,28.02,13.57,10.52,1.77,1.91,3.56,0.48,6.83,4.68,1.33,13.67,3.54,8.78,5.63,233.23,28,5.86,,3.6,,9.09,2.27,41.24,15.17,,1.47,,,,,21.71,,1.05,,,13.33,68.8,,0.91,,0.77,2.66,20.41,6.23,5.55,,5.15,,2.82,17.05,,,10,17866189152.0,Services to the Health Industry,Health Services
LHX,28.38,66.45,3,,10.3,8.4,14.2,,6.73,6.5,77.17,3.94,12.16,70.58,1.96,0.06,0.04,248.25,0.9,36.03,48.79,22.62,4.23,0.7,,0.39,1.89,32.41,18.97,39.99,17.56,13.64,2.66,2.86,3.09,0.45,7.15,3.15,1.9,17.42,8.06,8.64,5.69,262.31,26.1,3.12,,5.73,,10.19,2.5,39.72,21.27,3.55,2.25,,1.18,2.39,,31.85,,0.97,,,23.83,32.79,,1.31,,0.74,2.93,61.19,5.64,6.38,,5.67,,,36.72,,,10,32666998522.0,Aerospace & Defense,Electronic Technology
LII,45.35,54.35,2.5,,12.3,20.2,21.8,,40.48,14,52.97,1.32,21.98,53.27,9.22,0.05,0.04,607.26,1.6,83.6,44.54,52.47,1.64,2.72,,0.23,0.74,26.74,24.09,41.61,21.79,20.03,4.2,4.59,3.74,0.18,11.03,2.56,0.76,26.48,15.46,12.42,5.97,361.94,32.11,17.91,,12.85,,18.24,37.46,33.68,31.34,2.73,4.34,,1.31,1.69,,39.3,9.19,1.93,,,27.86,37.32,2.31,3.75,60.54,0.9,21.68,51.7,49.68,221.9,,34.63,,1.74,51.81,,,10,13368666846.0,Industrial Machinery,Producer Manufacturing
LILA,20.31,51.5,4.1,,,32.4,,57.5,,3.7,54.93,,20.16,52.09,0.27,0.32,0.07,9.62,1.09,,91.32,54.91,5.39,4.95,,,,18.95,6.22,41.56,16.47,5.58,2.08,2.09,5.28,0.13,5.04,12.15,,15.98,28.23,,2.2,9.03,65.89,0.85,,,,11.72,1.14,,,,0.43,,,,,8.7,,,,,2.47,14.53,,0.6,,1.09,,11.88,4.36,,,2.65,,,,,,2,1806890916.0,Major Telecommunications,Communications
LILAK,20.5,50.48,4.1,,,32.4,,57.5,,3.7,54.8,,20.03,51.36,0.27,0.32,0.07,9.51,1.09,,91.32,54.91,5.39,4.95,,,,18.94,6.22,41.56,16.47,5.58,2.08,2.09,5.28,0.13,5.04,12.15,,22.51,28.23,,2.2,9.02,65.89,0.85,,,,11.72,1.14,,,,0.43,,,,,8.73,,,,,2.49,14.54,,0.6,,1.09,,11.88,4.36,,,2.65,,,,,,2,1806890916.0,Major Telecommunications,Communications
LIN,22.83,54.99,2.7,,9.8,16.8,19.9,13.9,,9.2,62.19,1.8,2.67,55.61,4.29,0.34,0.22,477.87,0.95,44.39,61.46,53.86,1.71,0.56,,0.36,1.15,27.83,19.38,50.15,23.3,17.62,6.89,7.41,3.59,0.48,14.78,2.13,1.17,27.95,12.4,9.91,4.52,382.04,47.56,18.67,,19.49,,26.11,5.98,36.37,32.24,5.86,7.08,,2.08,2.22,,48.05,,1.76,,,25.51,37.72,3.11,2.68,,0.8,8.04,35.87,13.43,16.36,,8.43,,2.12,54.8,,,10,189318110161.0,Chemicals: Specialty,Process Industries
LITE,25.85,67.57,2.4,,,,,,,,69.29,,19.41,69.19,1.07,3.29,0.35,68.97,5.9,140.2,47.89,61.17,,2.67,,,,,,,73.2,20.01,4.26,4.67,,0.24,,,,43.02,,58.6,18.45,49.07,18.5,,,,,,4.89,,,,3.42,,,,,,,,,,190.01,,,1.48,,4.43,,,,,,,,,275.9,,,5,3218274853.0,Electrical Products,Producer Manufacturing
LIVN,,59.44,,1.3,,,,,,3.4,53.5,,,58.07,1.64,1.09,0.49,53.87,3.45,144.28,70.69,60.41,71.01,0.55,,,,,335.16,37.55,35.17,22.7,2.55,2.64,,0.51,7.05,2.91,,14.92,5.87,12.56,5.83,62.83,67.64,1.01,,,,5.2,2.35,,16.52,,2.41,,,,,34.44,3.07,0.7,,,23.37,,,2.82,12.83,2.94,,,,,,0.49,,,,,,3,3114436002.0,Medical Specialties,Health Technology
LKQ,,44.38,4.2,7.4,,15.3,17.5,,15.68,10.7,53.49,3.02,,45.75,2.76,0.1,0.05,39.33,1.75,124.31,70.09,32.64,3.52,0.93,,0.35,3.02,12.7,9.7,20.93,10.05,8.5,1.05,1.09,7.87,0.4,5.19,7.25,3.02,10.06,23.08,5.9,3.17,62.13,39.23,5.16,,5.03,,9.12,1.7,14.4,11.75,0.8,0.72,,0.57,0.5,,14.01,,0.63,,,9.41,13.06,0.83,0.63,,0.7,4.86,25.45,10.49,11.99,,8.09,,,14.67,,,10,13361764548.999998,Automotive Aftermarket,Consumer Durables
LLY,52.14,58.63,2,26.6,15.2,,0.8,,15.99,12,74.32,1.09,21.24,64.19,9.94,0.12,0.12,931.54,1.11,273.38,125.76,81.94,2.57,2.13,,0.42,0.54,89.87,76.95,,35.87,33.25,15.07,22.2,1.11,0.19,,,0.56,40.42,8.13,66.18,26.99,537.38,80.75,22.56,,18.86,,36.28,61.84,114.69,80.3,7.5,21.6,,,,,,50.83,3.75,,,186.25,,10.31,16.24,721.91,0.87,11.75,67.68,24.2,61.77,,25.06,,,166.89,,,9,546471229775.0,Pharmaceuticals: Major,Health Technology
LMAT,69.8,52.06,,16.6,13.8,6.5,9.9,,76.13,11,49.22,1.34,32.12,50.65,30.18,4.44,6.14,92.36,8.36,290.04,18.37,48.43,0.32,0.06,,0.36,0.68,40.61,33.83,61.25,,67.15,8.06,9.46,2.46,0.88,15.41,1.53,0.71,45.03,9.14,18.84,10.2,65.26,67.7,,,18.33,,22.2,6.49,55.3,55.47,7.92,10.1,,1.84,2.1,,65.67,4.87,1.62,29.72,12.24,55.84,88.37,7.09,3.6,9.66,6.14,10.93,45.77,15.09,12.57,,16,,0.6,83.2,,,10,1270780165.0,Medical Specialties,Health Technology
