SmartScore,Ticker,Price,Market Capitalization,Sector,Industry
,ACGLN,19.45,37113136145,Finance,Multi-Line Insurance
9,ACGL,98.93,37113136145,Finance,Multi-Line Insurance
9,GEHC,81.11,37023905835,Health Technology,Medical Specialties
8,CSGP,90.32,36881477827,Technology Services,Internet Software/Services
6,MLM,596.64,36777003939,Distribution Services,Wholesale Distributors
9,IR,90.75,36611443542,Producer Manufacturing,Industrial Machinery
6,VRT,97.68,36566019833,Electronic Technology,Electronic Production Equipment
9,RCL,141.68,36461234563,Consumer Services,Hotels/Resorts/Cruise lines
9,FANG,203.22,36243013992,Energy Minerals,Oil & Gas Production
9,PEG,72.56,36140718039,Utilities,Electric Utilities
7,STM,40.36,36122431687,Electronic Technology,Semiconductors
8,LNG,157.13,35969023202,Industrial Services,Oil & Gas Pipelines
6,VMC,267.93,35434346598,Non-Energy Minerals,Construction Materials
8,FLUT,199.76,35325543770,Consumer Services,Casinos/Gaming
7,VRSK,244.57,34894082519,Technology Services,Data Processing Services
9,LVS,46.77,34845854103,Consumer Services,Casinos/Gaming
6,WDS,18.35,34798714628,Energy Minerals,Oil & Gas Production
6,MPWR,713.37,34721145034,Electronic Technology,Semiconductors
8,NDAQ,59.91,34540071202,Finance,Investment Banks/Brokers
8,NWG,8.09,34496096943,Finance,Major Banks
10,DB,17.26,34399207391,Finance,Investment Banks/Brokers
9,TCOM,53.29,34307944394,Consumer Services,Other Consumer Services
4,XYL,141.2,34233553166,Producer Manufacturing,Industrial Machinery
4,ED,97.57,33743093212,Utilities,Electric Utilities
8,DAL,52.28,33736975003,Transportation,Airlines
6,CCEP,73.52,33734370452,Consumer Non-Durables,Beverages: Non-Alcoholic
6,IT,434.27,33712583474,Technology Services,Internet Software/Services
4,CTSH,67.72,33670308968,Technology Services,Information Technology Services
9,EA,125.24,33482971524,Technology Services,Packaged Software
7,LYB,102.18,33272081954,Process Industries,Chemicals: Specialty
8,HWM/P,60.65,33234297517,Electronic Technology,Aerospace & Defense
8,HWM,81.42,33234297517,Electronic Technology,Aerospace & Defense
10,AEM,66.28,33069784509,Non-Energy Minerals,Precious Metals
8,QSR,73.38,33019384901,Consumer Services,Restaurants
7,HAL,37.04,32791559834,Industrial Services,Oilfield Services/Equipment
10,DD,78.2,32695760467,Process Industries,Chemicals: Major Diversified
6,GRMN,169.96,32645529393,Electronic Technology,Telecommunications Equipment
6,VEEV,201.77,32608844835,Technology Services,Packaged Software
9,BIIB,219.72,31990549576,Health Technology,Pharmaceuticals: Major
10,DVN,50.56,31953920868,Energy Minerals,Integrated Oil
9,BKR,31.9,31836123685,Industrial Services,Contract Drilling
5,ROK,273.59,31351231907,Producer Manufacturing,Electrical Products
6,PPG,133.43,31289333282,Process Industries,Industrial Specialties
7,RMD,212.88,31273604611,Health Technology,Medical Specialties
7,VST,89.2,31031352698,Utilities,Electric Utilities
10,SLF,53.02,30996394353,Finance,Multi-Line Insurance
4,DFS,123.57,30966522004,Finance,Finance/Rental/Leasing
5,FICO,1251.44,30924254177,Technology Services,Packaged Software
7,BCE,33.62,30670698531,Communications,Major Telecommunications
6,ADM,62.03,30669974558,Commercial Services,Miscellaneous Commercial Services
8,VICI,29.26,30523491472,Finance,Real Estate Investment Trusts
5,XEL,54.93,30521276000,Utilities,Electric Utilities
6,ON,70.67,30404485646,Electronic Technology,Semiconductors
5,CHT,38.81,30332507097,Communications,Major Telecommunications
9,DG,137.52,30209199548,Retail Trade,Discount Stores
7,ORAN,11.27,30067193554,Communications,Wireless Telecommunications
6,HUBS,590.05,30041018141,Technology Services,Packaged Software
6,EXR,140.95,29842673376,Finance,Real Estate Investment Trusts
8,CDW,220.32,29610500005,Technology Services,Information Technology Services
7,HIG/PG,24.77,29480895481,Finance,Multi-Line Insurance
7,HIG,99.68,29480895481,Finance,Multi-Line Insurance
9,GOLD,16.72,29353120753,Non-Energy Minerals,Precious Metals
6,WAB,165.56,29202289155,Producer Manufacturing,Trucks/Construction/Farm Machinery
6,GLW,33.93,29065091845,Electronic Technology,Electronic Components
6,EFX,234.3,28962130982,Commercial Services,Financial Publishing/Services
10,PINS,42.64,28949392754,Technology Services,Internet Software/Services
6,WIT,5.45,28920649599,Technology Services,Information Technology Services
2,HPQ,29.44,28806488882,Electronic Technology,Computer Processing Hardware
9,TSCO,266.65,28775943245,Retail Trade,Specialty Stores
5,GFS,52.36,28680452390,Electronic Technology,Semiconductors
8,ANSS,326.96,28543603263,Technology Services,Packaged Software
7,EIX,73.85,28414012285,Utilities,Electric Utilities
9,FWONK,72.07,28357458580,Consumer Services,Movies/Entertainment
7,FWONA,64.26,28357458580,Consumer Services,Movies/Entertainment
8,GPN,111.06,28348040652,Commercial Services,Miscellaneous Commercial Services
6,SYM,48.36,27972710132,Producer Manufacturing,Industrial Machinery
10,LI,27.03,27782427986,Consumer Durables,Motor Vehicles
9,AVB,194.9,27712030619,Finance,Real Estate Investment Trusts
3,SNAP,16.74,27631580545,Technology Services,Packaged Software
6,RKT,13.88,27598116764,Finance,Finance/Rental/Leasing
10,NTR,55.43,27413638062,Process Industries,Chemicals: Agricultural
2,BBDO,2.42,27136074553,Finance,Major Banks
6,BBD,2.71,27136074553,Finance,Major Banks
,FTV,76.53,26940752614,Electronic Technology,Electronic Equipment/Instruments
8,WEC,84.91,26816498235,Utilities,Electric Utilities
3,MTD,1253.13,26801875842,Health Technology,Medical Specialties
8,WST,366.66,26708671445,Health Technology,Medical Specialties
5,PUK,19.54,26605760114,Finance,Life/Health Insurance
3,CBRE,86.5,26540313400,Finance,Real Estate Development
7,ARES,138.67,26506206465,Finance,Investment Managers
10,KEYS,150.8,26323022286,Electronic Technology,Electronic Equipment/Instruments
10,OWL,18.41,26304292374,Finance,Investment Managers
,FITBP,23.59,26303007915,Finance,Regional Banks
,FITBO,21.59,26303007915,Finance,Regional Banks
,FITBI,25.405,26303007915,Finance,Regional Banks
4,FITB,38.48,26303007915,Finance,Regional Banks
8,TW,111.3,26286433462,Finance,Investment Banks/Brokers
7,RJF/PB,25.2399,26212061754,Finance,Investment Managers
7,RJF,125.4,26212061754,Finance,Investment Managers
3,CHD,106.78,26110160219,Consumer Non-Durables,Household/Personal Care
10,DLTR,119.57,26064229272,Retail Trade,Discount Stores
7,TEF,4.44,25887211613,Communications,Specialty Telecommunications
10,AWK,132.87,25886072004,Utilities,Water Utilities
7,WTW,252.96,25861609612,Finance,Insurance Brokers/Services
7,ICLR,311.75,25776676949,Commercial Services,Miscellaneous Commercial Services
6,MDB,353.2,25723948268,Technology Services,Packaged Software
5,TECK,49.59,25675516585,Energy Minerals,Coal
7,ZS,171,25625713074,Technology Services,Data Processing Services
1,FMX,119.39,25611038916,Consumer Non-Durables,Beverages: Non-Alcoholic
5,HEI.A,167.45,25471198905,Electronic Technology,Aerospace & Defense
10,HEI,209.48,25471198905,Electronic Technology,Aerospace & Defense
9,DOV,183.75,25252791996,Producer Manufacturing,Industrial Machinery
3,MTB/PH,23.7,25240131169,Finance,Regional Banks
3,MTB,151.26,25240131169,Finance,Regional Banks
7,EBAY,49.69,25143139305,Retail Trade,Internet Retail
8,EQR,66.1,25050047621,Finance,Real Estate Investment Trusts
,FCNCP,21.7082,24962577572,Finance,Regional Banks
,FCNCO,22.64,24962577572,Finance,Regional Banks
6,FCNCA,1731.92,24962577572,Finance,Regional Banks
10,TRGP,112.45,24932020531,Utilities,Gas Distributors
6,TTWO,145.97,24900498552,Technology Services,Packaged Software
8,TROW,111.49,24895706656,Finance,Investment Managers
9,ZBH,120.85,24862276047,Health Technology,Medical Specialties
9,IFF,97.23,24827733877,Consumer Non-Durables,Food: Specialty/Candy
1,RBLX,39.03,24652828063,Technology Services,Packaged Software
10,WPM,54.36,24641030464,Non-Energy Minerals,Precious Metals
3,NET,72.45,24618526386,Technology Services,Information Technology Services
9,PHM,115.79,24355512189,Consumer Durables,Homebuilding
10,APP,74,24343179740,Technology Services,Packaged Software
9,FNV,126.34,24279396267,Non-Energy Minerals,Precious Metals
5,BRO,84.81,24191987099,Finance,Insurance Brokers/Services
6,EC,11.74,24092738785,Energy Minerals,Integrated Oil
9,TU,16.4,24071690821,Technology Services,Packaged Software
5,CQP,49.54,23979372703,Utilities,Gas Distributors
3,VLTO,96.73,23877489011,Technology Services,Information Technology Services
7,RYAAY,131.6,23761624898,Transportation,Airlines
,DTW,23.07,23741912059,Utilities,Electric Utilities
,DTG,19.88,23741912059,Utilities,Electric Utilities
5,DTE,114.73,23741912059,Utilities,Electric Utilities
,DTB,19.4,23741912059,Utilities,Electric Utilities
1,CAH,97.44,23733164745,Distribution Services,Medical Distributors
7,NVR,7575,23727726191,Consumer Durables,Homebuilding
5,PHG,26,23724469819,Health Technology,Medical Specialties
10,KSPI,118.27,23705862384,Finance,Finance/Rental/Leasing
5,ETR,110.83,23666299621,Utilities,Electric Utilities
8,GIB,103.37,23645310488,Technology Services,Information Technology Services
8,AXON,311.86,23533989206,Electronic Technology,Aerospace & Defense
10,WDC,72.04,23522836676,Electronic Technology,Computer Peripherals
3,ARGX,386.08,23483632471,Health Technology,Pharmaceuticals: Other
7,IX,105.95,23467475301,Finance,Finance/Rental/Leasing
9,MBLY,28.67,23114654505,Technology Services,Packaged Software
1,CVNA,114.42,23101251644,Retail Trade,Specialty Stores
7,IRM,78.04,22876123061,Finance,Real Estate Investment Trusts
8,VOD,8.46,22853434163,Communications,Wireless Telecommunications
4,FE,39.47,22715636148,Utilities,Electric Utilities
3,STT/PG,23.83,22690818796,Finance,Investment Banks/Brokers
3,STT,75.32,22690818796,Finance,Investment Banks/Brokers
5,BF.B,47.56,22635598139,Consumer Non-Durables,Beverages: Alcoholic
4,BF.A,48.52,22635598139,Consumer Non-Durables,Beverages: Alcoholic
10,APTV,83.2,22635589013,Producer Manufacturing,Auto Parts: OEM
10,NTAP,109.48,22594117781,Electronic Technology,Computer Peripherals
6,ROL,46.64,22584505920,Consumer Services,Other Consumer Services
7,BR,190.46,22430897202,Technology Services,Information Technology Services
5,WY,30.73,22402692962,Non-Energy Minerals,Forest Products
2,HPE,17.18,22334000397,Electronic Technology,Computer Processing Hardware
3,PKX,73.35,22311150697,Non-Energy Minerals,Steel
6,LYV,95.79,22169883601,Consumer Services,Movies/Entertainment
8,BALL,69.89,22002797847,Process Industries,Containers/Packaging
7,TME,13.25,21994198556,Technology Services,Internet Software/Services
6,CCJ,50.56,21951925667,Non-Energy Minerals,Other Metals/Minerals
10,DECK,853.48,21907312348,Consumer Non-Durables,Apparel/Footwear
8,CPAY,304.5,21879421062,Commercial Services,Miscellaneous Commercial Services
9,MSTR,1233.12,21872350036,Technology Services,Internet Software/Services
3,BSBR,5.72,21512858597,Finance,Major Banks
5,ES,61.04,21501660723,Utilities,Electric Utilities
4,GPC,154.35,21500749064,Distribution Services,Wholesale Distributors
5,BNTX,90.13,21426219843,Health Technology,Biotechnology
4,KB,56.2,21373640868,Finance,Regional Banks
7,PTC,178.33,21353993225,Technology Services,Packaged Software
8,K,62.33,21309609590,Consumer Non-Durables,Food: Specialty/Candy
6,HUBB,396.37,21279518372,Producer Manufacturing,Electrical Products
2,INVH,34.7,21254987333,Finance,Real Estate Investment Trusts
9,SBAC,197.22,21189911757,Finance,Real Estate Investment Trusts
8,IOT,38.41,21145575837,Technology Services,Packaged Software
7,PPL,28.52,21040369229,Utilities,Electric Utilities
2,MKL,1615.83,21010065636,Finance,Property/Casualty Insurance
5,RCI,38.92,21006912761,Communications,Wireless Telecommunications
6,CTRA,28.07,20890617561,Energy Minerals,Integrated Oil
8,NOK,3.73,20860482874,Electronic Technology,Telecommunications Equipment
8,MT,25.38,20851842315,Non-Energy Minerals,Steel
6,STE,210.09,20759839938,Health Technology,Medical Specialties
6,STLD,130.82,20689784202,Non-Energy Minerals,Steel
7,TSN,59.13,20656913877,Consumer Non-Durables,Food: Meat/Fish/Dairy
5,ARE,118.1,20653699535,Finance,Real Estate Investment Trusts
9,ALGN,273.65,20600832607,Health Technology,Medical Specialties
9,BEKE,16.47,20469132223,Finance,Real Estate Development
9,TYL,481.02,20421831126,Technology Services,Data Processing Services
7,FSLR,190.72,20414939750,Electronic Technology,Semiconductors
7,DKNG,42.81,20363729187,Consumer Services,Movies/Entertainment
,HBANP,17.82,20362021089,Finance,Major Banks
,HBANM,22.33,20362021089,Finance,Major Banks
,HBANL,24.79,20362021089,Finance,Major Banks
6,HBAN,14.05,20362021089,Finance,Major Banks
,MKC.V,75.69,20283429992,Consumer Non-Durables,Food: Specialty/Candy
6,MKC,75.56,20283429992,Consumer Non-Durables,Food: Specialty/Candy
8,MOH,344.41,20182425689,Health Services,Managed Health Care
8,UMC,8,20099440564,Electronic Technology,Semiconductors
4,ASX,10.44,20094626159,Electronic Technology,Semiconductors
9,WRB/PH,18.51,20084827874,Finance,Property/Casualty Insurance
9,WRB/PG,19.13,20084827874,Finance,Property/Casualty Insurance
9,WRB/PF,21.37,20084827874,Finance,Property/Casualty Insurance
9,WRB/PE,23.49,20084827874,Finance,Property/Casualty Insurance
9,WRB,78.56,20084827874,Finance,Property/Casualty Insurance
8,PBA,36.47,20039317477,Industrial Services,Oil & Gas Pipelines
5,LPLA,267.03,19949525746,Finance,Investment Banks/Brokers
5,BLDR,163.46,19938602748,Retail Trade,Home Improvement Chains
8,FTS,40.41,19922322217,Utilities,Electric Utilities
6,WLK,154.94,19920630156,Process Industries,Chemicals: Specialty
5,TS,33.63,19878613746,Non-Energy Minerals,Steel
9,BIP/PB,17.2759,19814342020,Utilities,Alternative Power Generation
9,BIP/PA,17.935,19814342020,Utilities,Alternative Power Generation
9,BIP,30.37,19814342020,Utilities,Alternative Power Generation
5,AEE,74.23,19794943176,Utilities,Electric Utilities
3,VTR,47.44,19743281781,Finance,Real Estate Investment Trusts
7,LDOS,145.5,19673277992,Electronic Technology,Aerospace & Defense
8,ENTG,130.01,19604400611,Producer Manufacturing,Industrial Machinery
6,BAH,151.07,19600708756,Commercial Services,Miscellaneous Commercial Services
5,WSM,304.92,19591757589,Retail Trade,Specialty Stores
4,CBOE,185.5,19506093765,Finance,Investment Banks/Brokers
7,PFG,82.98,19449147344,Finance,Investment Managers
8,CSL,408.49,19444877112,Producer Manufacturing,Building Products
4,ALNY,152.29,19263432805,Health Technology,Pharmaceuticals: Major
3,HRL,35.12,19234786559,Consumer Non-Durables,Food: Meat/Fish/Dairy
3,WAT,323.8,19207717596,Health Technology,Medical Specialties
5,WBD,7.8,19111011649,Consumer Services,Cable/Satellite TV
4,ZM,61.23,19007587708,Technology Services,Packaged Software
1,GMAB,28.8,18981368952,Health Technology,Pharmaceuticals: Major
9,AER,90.12,18936002161,Finance,Finance/Rental/Leasing
6,TLK,19.16,18916921293,Communications,Wireless Telecommunications
8,STX,90.05,18909468726,Electronic Technology,Computer Peripherals
6,WSO,468.69,18887963733,Producer Manufacturing,Building Products
9,CRBG,30.82,18850763876,Finance,Investment Managers
7,CNP,29.46,18846272022,Utilities,Electric Utilities
1,ERIE,404.5,18837713792,Finance,Property/Casualty Insurance
9,TER,120.43,18800555286,Electronic Technology,Electronic Production Equipment
,CMSD,24.43,18736387819,Utilities,Electric Utilities
,CMSC,24.14,18736387819,Utilities,Electric Utilities
,CMSA,23.438,18736387819,Utilities,Electric Utilities
6,CMS/PC,19.02,18736387819,Utilities,Electric Utilities
6,CMS,62.74,18736387819,Utilities,Electric Utilities
9,ULTA,388.48,18621798752,Retail Trade,Specialty Stores
9,OMC,95.07,18617907822,Commercial Services,Advertising/Marketing Services
6,TDY,391.72,18576337514,Electronic Technology,Aerospace & Defense
7,GDDY,131.47,18529494633,Technology Services,Data Processing Services
6,WMG,35.65,18462456804,Commercial Services,Commercial Printing/Forms
,CINF,117.44,18386220128,Finance,Multi-Line Insurance
5,EDR,26.47,18343988597,Consumer Services,Media Conglomerates
8,SYF/PB,25.23,18314408456,Finance,Finance/Rental/Leasing
8,SYF/PA,18.07,18314408456,Finance,Finance/Rental/Leasing
8,SYF,45.61,18314408456,Finance,Finance/Rental/Leasing
7,COO,91.99,18283590382,Health Technology,Medical Specialties
2,BAX,35.75,18217492157,Health Technology,Medical Specialties
8,CE,163.27,18214956838,Process Industries,Chemicals: Specialty
10,ATO,120.59,18189759645,Utilities,Gas Distributors
10,RF/PE,17.56,18138376624,Finance,Major Banks
10,RF/PC,22.24,18138376624,Finance,Major Banks
10,RF/PB,24.92,18138376624,Finance,Major Banks
10,RF,19.74,18138376624,Finance,Major Banks
9,AVY,225.1,18132560107,Process Industries,Containers/Packaging
4,EBR.B,8.25,18103576936,Utilities,Electric Utilities
3,EBR,7.83,18103576936,Utilities,Electric Utilities
3,DPZ,516.67,18023212143,Consumer Services,Restaurants
4,CELH,77.13,17976699617,Consumer Non-Durables,Beverages: Non-Alcoholic
3,CUK,13.04,17967110085,Consumer Services,Hotels/Resorts/Cruise lines
5,CCL,14.3,17964952838,Consumer Services,Hotels/Resorts/Cruise lines
5,EME,379.43,17831783956,Industrial Services,Engineering & Construction
6,HOLX,75.86,17703975807,Health Technology,Medical Specialties
8,ERIC,5.26,17672753893,Electronic Technology,Telecommunications Equipment
6,DRI,147.98,17662736579,Consumer Services,Restaurants
5,EQT,39.91,17623937072,Energy Minerals,Integrated Oil
3,ILMN,110.62,17621766775,Health Technology,Biotechnology
6,SHG,34.8,17564525281,Finance,Financial Conglomerates
7,TEVA,15.74,17519963709,Health Technology,Pharmaceuticals: Generic
,NTRSO,21.03,17517143678,Finance,Investment Managers
4,NTRS,85.62,17517143678,Finance,Investment Managers
6,CHKP,154.93,17492592854,Technology Services,Internet Software/Services
7,CLX,140.42,17438504941,Consumer Non-Durables,Household/Personal Care
10,UAL,53.02,17433158342,Transportation,Airlines
8,J,138.51,17403916285,Technology Services,Data Processing Services
6,PSTG,53.45,17366456255,Electronic Technology,Computer Peripherals
6,JBHT,167.75,17311224844,Transportation,Trucking
6,BGNE,164.44,17218840752,Health Technology,Pharmaceuticals: Major
9,LII,480.66,17123250430,Producer Manufacturing,Industrial Machinery
1,L,77.31,17116917827,Finance,Property/Casualty Insurance
8,LH,201.61,16994437763,Health Services,Services to the Health Industry
9,NMR,5.8,16954466863,Finance,Investment Banks/Brokers
3,RS,292.81,16815085253,Non-Energy Minerals,Steel
4,EXPD,116.83,16811754547,Transportation,Air Freight/Couriers
8,IEX,222.07,16809667073,Producer Manufacturing,Industrial Machinery
5,VRSN,168.56,16788575500,Technology Services,Internet Software/Services
9,TKO,98.27,16735934140,Consumer Services,Movies/Entertainment
10,RPRX,27.99,16722268745,Health Technology,Pharmaceuticals: Major
7,EG,380.97,16556287393,Finance,Property/Casualty Insurance
1,FDS,433.9,16538461484,Technology Services,Data Processing Services
10,TXT,86.72,16537417957,Electronic Technology,Aerospace & Defense
5,AVTR,24.28,16492586143,Process Industries,Chemicals: Specialty
6,ZBRA,319.95,16451638642,Electronic Technology,Computer Processing Hardware
4,CFG/PE,20.29,16357967855,Finance,Major Banks
4,CFG,35.95,16357967855,Finance,Major Banks
1,ESS,254.5,16341205940,Finance,Real Estate Investment Trusts
9,OKTA,97.54,16327911249,Technology Services,Packaged Software
10,ZTO,20.42,16310293772,Transportation,Air Freight/Couriers
,BSY,54.36,16308011732,Technology Services,Packaged Software
10,NRG,75.82,16281164875,Utilities,Electric Utilities
6,LUV,27.18,16266045703,Transportation,Airlines
7,NTNX,66.21,16177034642,Technology Services,Packaged Software
9,DKS,196.15,16044388609,Retail Trade,Specialty Stores
6,PKG,178.54,16001488889,Process Industries,Containers/Packaging
8,IHG,99.91,15993790395,Consumer Services,Hotels/Resorts/Cruise lines
4,JHX,37.39,15915403855,Non-Energy Minerals,Construction Materials
4,TPG,43.52,15874676857,Finance,Investment Managers
6,BBY,73.23,15843488223,Retail Trade,Electronics/Appliance Stores
7,HOOD,17.85,15727819921,Finance,Investment Banks/Brokers
5,SSNC,63,15581367142,Technology Services,Information Technology Services
4,MAS,70.67,15564669190,Producer Manufacturing,Building Products
8,BMRN,81.83,15537863666,Health Technology,Biotechnology
8,MAA/PI,54.61,15536690917,Finance,Real Estate Investment Trusts
8,MAA,132.99,15536690917,Finance,Real Estate Investment Trusts
8,NDSN,271,15499098526,Producer Manufacturing,Industrial Machinery
8,AKAM,102.12,15474275056,Technology Services,Data Processing Services
4,ALB/PA,58.65,15332634975,Process Industries,Chemicals: Specialty
4,ALB,130.46,15332634975,Process Industries,Chemicals: Specialty
10,ENPH,112.36,15288008300,Electronic Technology,Semiconductors
9,BAM,39.15,15276794061,Finance,Investment Managers
10,MRO,26.98,15217678138,Energy Minerals,Integrated Oil
7,FOXA,33.16,15141449210,Consumer Services,Broadcasting
8,FOX,30.59,15141449210,Consumer Services,Broadcasting
7,OC,174.63,15132833321,Process Industries,Containers/Packaging
6,DGX,136.14,15124005999,Health Services,Services to the Health Industry
2,TRU,77.8,15108760355,Commercial Services,Financial Publishing/Services
4,VIV,9.27,15104552396,Communications,Specialty Telecommunications
8,SWKS,93.24,14960041527,Electronic Technology,Semiconductors
5,H,147.82,14954410338,Consumer Services,Hotels/Resorts/Cruise lines
10,YUMC,37.28,14940288305,Consumer Services,Restaurants
8,BG,105.36,14918460669,Process Industries,Agricultural Commodities/Milling
6,CG,41.48,14902110104,Finance,Investment Managers
7,WBA,17.23,14864551124,Distribution Services,Medical Distributors
6,TOST,26.82,14840480315,Technology Services,Packaged Software
3,EXPE,111.54,14775718231,Consumer Services,Other Consumer Services
6,AMCR,10.22,14771408521,Process Industries,Containers/Packaging
8,CAG,30.83,14738674365,Consumer Non-Durables,Food: Major Diversified
5,CNHI,11.65,14649664047,Producer Manufacturing,Trucks/Construction/Farm Machinery
6,SUI,116.72,14547300537,Finance,Real Estate Investment Trusts
6,SNA,275.91,14545575775,Consumer Durables,Tools & Hardware
8,RPM,112.66,14506438387,Process Industries,Industrial Specialties
5,EPAM,249.2,14435155844,Technology Services,Information Technology Services
4,FNF,52.13,14242258968,Finance,Specialty Insurance
9,JBL,117.53,14173802041,Electronic Technology,Electronic Production Equipment
9,KEY/PL,22.35,14161763829,Finance,Major Banks
9,KEY/PK,20.87,14161763829,Finance,Major Banks
9,KEY/PJ,20.86,14161763829,Finance,Major Banks
9,KEY/PI,23.74,14161763829,Finance,Major Banks
9,KEY,15.02,14161763829,Finance,Major Banks
9,GFI,16.05,14160196317,Non-Energy Minerals,Precious Metals
9,LOGI,84.39,14158584587,Electronic Technology,Computer Peripherals
4,AGR,36.36,14067911486,Utilities,Electric Utilities
1,VTRS,11.81,14061722895,Health Technology,Pharmaceuticals: Major
1,GGG,83,14038278000,Producer Manufacturing,Industrial Machinery
7,POOL,365.82,14021434993,Distribution Services,Wholesale Distributors
7,BAP,176.16,14010550538,Finance,Major Banks
9,NBIX,139.02,13990588133,Health Technology,Pharmaceuticals: Major
10,NICE,222.02,13928814324,Technology Services,Information Technology Services
7,NWSA,24.14,13841999052,Consumer Services,Publishing: Newspapers
4,NWS,24.93,13841999052,Consumer Services,Publishing: Newspapers
5,PNR,83.36,13839813065,Producer Manufacturing,Industrial Machinery
10,GRAB,3.5,13808879494,Transportation,Other Transportation
7,TRMB,56.54,13807498554,Technology Services,Packaged Software
9,AES,19.37,13765613142,Utilities,Electric Utilities
4,OVV,50.91,13692429965,Energy Minerals,Integrated Oil
,RZC,26.15,13657765752,Finance,Multi-Line Insurance
,RZB,25.1634,13657765752,Finance,Multi-Line Insurance
8,RGA,207.59,13657765752,Finance,Multi-Line Insurance
9,IP,39.28,13643212552,Process Industries,Pulp & Paper
7,DT,46.07,13636684761,Technology Services,Packaged Software
5,RYAN,52.21,13584432956,Finance,Insurance Brokers/Services
10,DOC,19.15,13573165342,Finance,Real Estate Investment Trusts
8,MGA,47.08,13525146525,Producer Manufacturing,Auto Parts: OEM
10,WES,35.5,13507169312,Industrial Services,Oil & Gas Pipelines
6,CPB,45.01,13417597530,Consumer Non-Durables,Food: Specialty/Candy
2,CF,73.25,13388793625,Process Industries,Chemicals: Agricultural
6,WRK,51.81,13374651928,Process Industries,Containers/Packaging
2,SQM,47.7,13363968036,Process Industries,Chemicals: Specialty
10,EDU,82.32,13270912328,Consumer Services,Other Consumer Services
5,NVT,79.93,13269899716,Electronic Technology,Electronic Components
3,SUZ,10.36,13256634417,Process Industries,Pulp & Paper
5,AMH/PH,23.55,13239179412,Finance,Real Estate Investment Trusts
5,AMH/PG,22.53,13239179412,Finance,Real Estate Investment Trusts
5,AMH,36.16,13239179412,Finance,Real Estate Investment Trusts
5,SWK,85.88,13215105631,Consumer Durables,Tools & Hardware
6,MANH,214.62,13214127654,Technology Services,Packaged Software
4,RBA,72,13177207032,Technology Services,Internet Software/Services
9,LNT,51.21,13129169806,Utilities,Electric Utilities
7,RTO,26.43,13124341645,Commercial Services,Miscellaneous Commercial Services
8,LECO,229.46,13058186432,Producer Manufacturing,Industrial Machinery
9,HTHT,39.89,13057455857,Consumer Services,Hotels/Resorts/Cruise lines
9,WMS,168.2,13055150387,Producer Manufacturing,Miscellaneous Manufacturing
8,XPO,111.96,13024364983,Transportation,Trucking
10,TPL,563.5,12963467498,Miscellaneous,Investment Trusts/Mutual Funds
8,TOL,124.05,12922288591,Consumer Durables,Homebuilding
6,HST,18.23,12852954138,Finance,Real Estate Investment Trusts
6,NI,28.72,12852904370,Utilities,Gas Distributors
7,USFD,52.38,12828016198,Distribution Services,Food Distributors
10,EQH/PC,17.9,12824392207,Finance,Life/Health Insurance
10,EQH/PA,21.85,12824392207,Finance,Life/Health Insurance
10,EQH,39.43,12824392207,Finance,Life/Health Insurance
7,KIM/PN,54.3,12754283382,Finance,Real Estate Investment Trusts
7,KIM/PM,22.4925,12754283382,Finance,Real Estate Investment Trusts
7,KIM/PL,21.88,12754283382,Finance,Real Estate Investment Trusts
7,KIM,18.92,12754283382,Finance,Real Estate Investment Trusts
8,GEN,20.02,12750936732,Technology Services,Packaged Software
,UHAL.B,64.47,12706827149,Finance,Finance/Rental/Leasing
5,UHAL,67.82,12706827149,Finance,Finance/Rental/Leasing
6,RVTY,102.83,12702057304,Health Technology,Medical Specialties
6,MORN,295.94,12650127813,Finance,Investment Managers
10,ARCC,20.78,12629326982,Finance,Investment Managers
10,BLD,396.75,12622556814,Industrial Services,Engineering & Construction
1,UDR,38.27,12602566455,Finance,Real Estate Investment Trusts
5,AOS,85.58,12596956179,Producer Manufacturing,Building Products
5,PR,17.27,12582210467,Energy Minerals,Integrated Oil
10,AZPN,197.79,12569320779,Technology Services,Packaged Software
8,MGM,40.04,12559765523,Consumer Services,Casinos/Gaming
8,ACM,92.27,12550887753,Industrial Services,Engineering & Construction
9,EVRG,54.57,12536380785,Utilities,Electric Utilities
8,SRPT,132.58,12531961012,Health Technology,Pharmaceuticals: Major
5,WPC,56.79,12427055313,Finance,Real Estate Investment Trusts
7,SWAV,330.63,12413022390,Health Technology,Medical Specialties
6,TAP,58.21,12386842685,Consumer Non-Durables,Beverages: Alcoholic
8,PAA,17.66,12380913468,Industrial Services,Oil & Gas Pipelines
5,FIX,346.21,12367281661,Industrial Services,Engineering & Construction
7,BEN,23.48,12352623685,Finance,Investment Managers
1,FND,115.35,12343817435,Retail Trade,Home Improvement Chains
7,XP,22.46,12309949156,Finance,Investment Banks/Brokers
6,GFL,32.67,12299316063,Industrial Services,Environmental Services
6,PODD,175.57,12293849338,Health Technology,Medical Specialties
4,FMS,20.68,12196362277,Health Services,Medical/Nursing Services
6,CNA,44.78,12148008208,Finance,Multi-Line Insurance
5,TECH,77.05,12141897032,Health Technology,Biotechnology
9,CASY,327.9,12137934805,Retail Trade,Specialty Stores
4,CRL,235.29,12082086943,Commercial Services,Miscellaneous Commercial Services
8,RDY,71.5,12071475106,Health Technology,Pharmaceuticals: Major
